Nombre,Apellidos,Numero_Identificacion,Fecha de Nacimiento,Fecha de Jubilación,Bases de Cotización,Años Cotizados,Comunidad Autónoma,Invalidez
Nicholas,Williams,9c54dbc45ad8750103a104ae88864d8ef7693bcc639366cbceb9e108ecccd02f,1952-10-02,2023-04-03,597416.37,37 años 0 meses,Canarias,False
Shelia,Scott,5b2a1cd8b91a5128dbc2fc25014ac3deebf83803565aba1aef4435e9b18b7dd2,1948-04-17,2023-12-17,597318.47,30 años 4 meses,Extremadura,False
Nancy,Freeman,8206508acdeebac6b39f59fbf22ba9e51ffac90bec9d8156dbd8259d6e115ead,1948-12-08,2023-03-11,454619.51,16 años 4 meses,Murcia,False
Joseph,Young,43d49144804d618cf4298e66871e073772646be56f27b5203593428bf9dae9dc,1954-02-24,2023-11-03,479029.13,18 años 9 meses,La Rioja,False
David,West,7e9224715065ba53dc24bc460679ccbf2e1cf16ff6cb5ba73f07bc4b83ff60f7,1956-07-08,2023-10-21,596424.9,32 años 9 meses,Asturias,True
Cathy,Rodriguez,1c0163639567a6d276c9d2c8c8bb6832528438193f85fb62a772735476fa5ec1,1956-07-04,2023-10-01,484002.9,18 años 11 meses,Asturias,False
Karen,Daniels,1d9a05710c5f5e9ca871458f4eaeaf2a31b24656a3d9292bbce0232d436cb262,1954-09-05,2023-11-08,586306.26,30 años 1 meses,Galicia,False
Christian,Hoffman,c08616443f50228351c1143b74dfeb10c82fa8f36856f5f43a87bc5502137564,1955-05-23,2023-03-16,605732.14,34 años 6 meses,Islas Baleares,False
Vicki,Campos,ef14b36a282b01b37c60a7df3bdefcee25a1b4819410d87ef3195bad8c761fa1,1950-07-16,2023-12-05,600598.9,28 años 10 meses,Murcia,True
Jorge,Wilson,5063cb4191e1c15c2477a134fe0acfdac364e9dbb883bd8a98f1f114f41a64a8,1950-04-06,2023-09-10,594308.44,23 años 0 meses,Cantabria,False
Christine,Smith,f1088944b229f2e546fa9ae99eed964e3434a7979ab707f5bfc937a488a3ea4f,1953-01-18,2023-02-02,596353.27,36 años 4 meses,Islas Baleares,True
Sara,Doyle,712975125e54f18562463d5264000dab43250bdc452d1d69354b778f8630f87a,1957-06-22,2023-04-05,458375.7,17 años 10 meses,Extremadura,False
Christopher,Jones,a91ec397dfc1cbd29bc11ea358e75a15281c60f23cae612f5fdb2377b663a461,1954-07-02,2023-07-10,552579.89,21 años 8 meses,Asturias,True
Phillip,Morales,34107e4fd74ba006bb221e5740610a288975a96249e8a807fad2bf2dde1dc0c8,1958-05-29,2023-03-05,618287.53,41 años 2 meses,Castilla-La Mancha,True
Amanda,Benson,5c712ce693d9b3dfb0a06ca4bb5ca953171763902a3044271df5b74f3bb7bd8c,1956-05-28,2023-03-24,526450.5,20 años 9 meses,Castilla y León,False
Brandon,White,1dea63a64056c6b1b36e193325ba5f962ff69bbdd0194b874debdeeef3bfb913,1957-12-27,2023-09-18,584379.46,45 años 6 meses,Comunidad Valenciana,False
Kristine,Hardy,66b16a36460fa5d86c4ba760cd7b7412494fd67179b05d0cfcb5f1553771a096,1958-10-12,2023-10-20,614196.5,44 años 8 meses,Galicia,True
Brittany,Monroe,983bf74a07c6088f699e17ac8bbab70cb5cae07e38876e0fb254aa98f78bd518,1954-07-11,2023-01-08,619145.75,25 años 5 meses,País Vasco,False
Hunter,Bowen,829aa60f1cbc3021dfffbc0debd1ec54e8799093574eb1cd59e193fb337fb0fb,1958-08-25,2023-01-06,608532.79,42 años 9 meses,Asturias,True
Melissa,Guerra,4f7881d35807cfb8ef2ecd62deadc3cc2f46620e92987a2ee1cd2d7ce7fc4c63,1951-03-28,2023-07-24,627609.77,25 años 11 meses,Aragón,True
Aaron,Costa,1b8350cee7392b0b17004edc334a0c5bc642f0e47df04b54ad2590b048814916,1955-05-05,2023-12-09,558916.9,21 años 7 meses,País Vasco,False
Christopher,Werner,76110edfa25077f345b71bfda9d1c40d4e410d9685434c9bd3663a121ba40f57,1950-08-11,2023-10-02,603878.57,35 años 7 meses,Extremadura,False
Meredith,Andersen,9e7d835d00979bcd948a49fb4bd9c7fbfe2d2ebec43e57d4d9a3424ac3721176,1957-12-08,2023-08-20,608115.65,38 años 7 meses,Islas Baleares,False
Thomas,White,cc17039f92ac316bfa4ce6e48e023a4b1ae2a6d0ffee324247f643d1307f15c2,1953-11-16,2023-07-11,593010.63,27 años 10 meses,Andalucía,False
James,Hernandez,2ed0bc9ab700b9f760121ec4c381683c4ed6e3d581943218a0780b046d1f5218,1957-12-20,2023-06-22,601637.67,43 años 5 meses,La Rioja,True
Madison,Martinez,c768cef535efec825642c93e31f4b429216069848d8cfe8ce9720752c61cc701,1951-03-22,2023-09-23,600498.85,31 años 9 meses,Castilla-La Mancha,False
Jeffrey,Rodriguez,8cd6f16a45a4e27055c1898215ce5af0dc24ce5a20b2db7c1af23af65c5f9420,1955-10-12,2023-07-20,600365.93,29 años 10 meses,Islas Baleares,True
Stephanie,Decker,d2f46ee4cce665deb8f79121e90367da3e40579d2c205b521958357872eef130,1954-09-13,2023-08-14,610097.17,31 años 0 meses,Comunidad Valenciana,True
James,Stewart,6d3e9d329141205bf006663650b616a60eaac5c8603c2e1293035730f170d1ee,1958-07-20,2023-12-12,591405.7,43 años 8 meses,País Vasco,True
Alicia,Brooks,7c063d25c71d2190d391f97cad6b288ff29c893d9b5644385aa60f3db6dfb91a,1956-01-21,2023-03-18,564748.77,23 años 9 meses,Castilla-La Mancha,False
Jack,Cox,f5a937432cb0d8e59daf0b1b38b89ef0756aa6d4501fad9e7ad27ff72a5e6d4e,1953-01-25,2023-11-12,608553.8,27 años 0 meses,Castilla-La Mancha,True
Donald,Juarez,88631291fc44fbec4d54546d5eccf0c0fb828a64c0eeed96aace758e1190e399,1951-07-14,2023-06-04,495094.27,18 años 5 meses,Murcia,False
Kimberly,Macdonald,a3e303e63d41af36f4d2d31efb635d3013343c6e8f54f92cdae6478788e66128,1958-09-19,2023-04-12,604495.33,43 años 8 meses,Asturias,True
Jermaine,Russell,f4c2f8d1005aa67f9cca05d427b34430d6c00e6c966a8701c6017ab9f00c61c4,1958-05-23,2023-05-14,597049.5,43 años 1 meses,Navarra,True
Joseph,Peters,660406e2acb1aa674da3f829fdda8243b6caa513ee69614b78888bd7b3435015,1958-03-27,2023-02-24,594207.84,42 años 3 meses,Murcia,True
Eric,Beck,91f6ef40eb71084ead499eeb22df17eb40865861f842e0a7b8b0a681c3a7134c,1956-07-17,2023-09-21,533323.76,20 años 4 meses,Cataluña,False
Keith,Manning,8a2f570c688253e3e02e8196aefd67eaa58530fa805d42f3a2471212ded37f7b,1958-05-27,2023-04-04,589424.57,40 años 3 meses,Comunidad Valenciana,True
Allison,Nelson,5c73cb077e084b96131f705fe90b9b2f7c33a9bf8e752667905bc545e411e5dd,1958-09-05,2023-09-09,574179.77,42 años 4 meses,Castilla-La Mancha,False
Jesus,Cobb,83c30cf43401f2b45454314a7dc48fa81ea403d566e9ce25eda42fa063c6b671,1955-10-20,2023-09-22,570731.94,24 años 11 meses,Castilla-La Mancha,True
Corey,Cunningham,85e891149f0bb2aa0146a866972cf98aead771bf6d9e63e8e70b4b391f0332c4,1948-06-22,2023-01-24,580796.99,25 años 5 meses,Navarra,False
Madison,Allen,a4458c0d76bcad12b792219a3ebe09ce3713c267068d2491896a8008784a63e3,1957-07-20,2023-02-23,508499.94,19 años 4 meses,Cantabria,True
Pamela,Miller,1cff5d1e99934e97d8b305ea65c5faeaaaaf46e9b399282b2394824290b9e853,1953-05-13,2023-08-22,603207.88,28 años 11 meses,Aragón,True
Monica,Mccullough,49001c9e104c9193fcad083ccb6bc9aab72ab207292af8b48f05d504c2acd8ef,1957-12-31,2023-04-02,610893.33,38 años 7 meses,Asturias,False
Amy,Jimenez,aa1d7e907e9c5ad88fae778f32d6b97538456cc68b5c03854efb59be8ab06748,1958-10-28,2023-08-15,572373.01,42 años 11 meses,Extremadura,True
Paul,Boyd,7090baafcfd59eba4c0047b00cf57fb9264d98d7771a57acd3ecb3ed426c3629,1958-06-20,2023-11-13,618006.83,44 años 6 meses,Islas Baleares,True
Ashley,Peterson,4f2df669956e009c15653d3ccf248710865d03195bdef1b3a88e4251dd31cde0,1951-11-15,2023-12-14,584425.16,24 años 3 meses,Comunidad Valenciana,True
Mark,Moran,3b9e24209a163892a50d1aa4dbb72bec7d81ea9ed0c9429e996a59e48aa98f0f,1950-03-01,2023-05-02,452246.89,17 años 11 meses,Extremadura,False
Timothy,Greene,af1e897c3dc07e87e5273a242eb664404ebdbe7ad249f25394b4302a8bee82f8,1951-04-23,2023-01-03,521775.39,20 años 10 meses,Castilla y León,True
Kevin,Glover,9e8290daca2ce555c8893ae5486c5cf88dade092dbcead546771916c7451919b,1947-12-26,2023-01-27,486918.54,18 años 1 meses,Cataluña,False
Michael,Novak,f5886e4e56a3c7dac2e7f1d3f97ac6c9beea42a32fdf74d34fd5531ae3e0f874,1954-09-02,2023-12-02,567829.94,22 años 2 meses,Comunidad Valenciana,True
Rebecca,Compton,9fab4b11fd7c097503cc6b9da1611a135f48d081f7768bd50b608ddebf7d5ad7,1951-11-29,2023-01-11,412528.72,15 años 10 meses,Comunidad Valenciana,False
Craig,Williams,b1642b78e7de476e1fd3f41b15374a0011a3d50cdeb9832b3a0f3da5dde406b0,1956-11-06,2023-09-03,602472.13,33 años 8 meses,Andalucía,False
David,Miller,ec2257a3e440b9fbaf683e04eedd218550d4c686772f6bd6e575fcc80778c6b9,1958-08-24,2023-06-10,599473.81,42 años 10 meses,Aragón,True
Summer,Cunningham,8f5839b18b812b0431f0d7e235ef6191ee43a92f5aaf5b54dca605534e7f4fb4,1954-07-08,2023-04-10,450840.42,16 años 4 meses,Castilla y León,True
Melinda,Smith,c5d033fda49446de8aa24c8d876553d10d0a1615456f4d52ba4ee4c155e56d59,1952-02-27,2023-10-04,468637.46,17 años 3 meses,Murcia,False
Aimee,Clark,61c21f6b48ac273203401a9121dd7b1baf21974d6e4fab0109646e08d9e7b123,1954-01-21,2023-05-24,445787.51,16 años 11 meses,Asturias,True
Sara,Mora,4f37ddccfe58f2e309746a70afa0b351669ab18255a148c15849e6a9fe258f6a,1953-10-25,2023-02-28,589656.14,26 años 5 meses,Cantabria,True
Morgan,Jackson,a6a5e5f44bb86def5a4d0f5fcd9cc8b5aa7f1567977dc22f86be94e24c741d2f,1952-05-19,2023-10-24,457503.9,16 años 3 meses,Navarra,False
Angelica,Norris,5c149679e2473feae90a43a5103fc2f15657ed2b98c61558938c6117f92cedfe,1950-12-14,2023-11-03,555474.73,23 años 9 meses,Castilla y León,False
Jared,Lowe,6677b32a9f629f18393c1daa2012c55494a3276491ea66bf354f36da517b7bbf,1954-05-25,2023-03-08,595000.79,30 años 2 meses,Asturias,False
Curtis,Carlson,8702ce666b9a548d28b4f5d921b7009734ae9eb8fd7b19e64d5498aeae9530a9,1958-10-07,2023-02-27,596352.96,45 años 8 meses,Cantabria,True
Whitney,Lester,c62a755a4f7f34ff97e673e8dae7247a6bdffa124e56fac16abd4d3b2dc3caac,1948-05-20,2023-07-07,585790.6,32 años 11 meses,Andalucía,True
Catherine,Thompson,39b29ced7f4008a3edbbbeafdb576dfc66bb2aae9d2d3a39bf83833d75e1bd79,1958-06-08,2023-08-13,599168.6,44 años 4 meses,Castilla y León,True
Timothy,Coleman,e0de78d312dc13b22d22d8adaca7a37f321ccba5f8ec7d001d023304a0917b7a,1958-06-01,2023-05-17,596958.08,41 años 11 meses,Cantabria,False
Crystal,Walker,a2ceed202c5efc2c31e9b22db511e12d3cea9e5c2a6db91c55f028da8c6d0442,1952-03-31,2023-05-23,506624.51,19 años 9 meses,Cantabria,False
Linda,Hull,2821c5a647f86117dcc304dc7c9224a962509345aaf58ef633cabcd46b56562f,1955-01-09,2023-12-13,445868.99,15 años 8 meses,Extremadura,False
Taylor,Randolph,2aee8f2c46f41a68ec6dbf68a2fca522686f83cdc2ea3fac3fd1950aadd3135a,1958-07-20,2023-12-19,608409.14,38 años 9 meses,Andalucía,False
Betty,Jones,d68da84c53d2dee229b4694ef5cb102afe3f86d663ef19bc818e2badbfe86436,1949-01-10,2023-11-25,586288.27,27 años 11 meses,Canarias,False
Adam,Anderson,3106990f8d812285872cca67dad968bec189c02164cd48c02db87644eb6a77d2,1958-08-01,2023-10-21,600583.05,40 años 5 meses,La Rioja,True
Christopher,Holland,80192533f4241db84974380ea6b86b8a7d925c42d3910ab715ff02a5c33e1a8c,1957-12-30,2023-02-28,594846.66,38 años 4 meses,Cantabria,True
Jonathon,Knapp,208425b081400e8bb920dc6b9b15197c34333f27d6e2c5a14ab138315935a428,1948-03-20,2023-02-05,589244.71,31 años 2 meses,Extremadura,False
Matthew,Hancock,a59c35209b3de950ff4d6aa9258aa31766be6d89e01c9caa45256feed7d76ab0,1957-09-20,2023-10-07,608833.09,34 años 0 meses,Extremadura,False
Matthew,Brown,c5cd959986ba496beac0c1855b754746a9570d6894ef1530aac198a3b12d9b7b,1948-12-28,2023-06-10,475371.15,17 años 5 meses,Canarias,True
Patty,Sullivan,4579e72a9bb857c0078b43d514fa858982c869f33835f2f757ec27c3311ac090,1954-02-27,2023-05-15,587674.64,37 años 6 meses,Navarra,False
Aaron,Woods,ef394837dd3d485f25bb49dfe8a818457148c8d54e748ab482d0a46b61e69cee,1958-01-05,2023-08-02,599142.63,42 años 6 meses,La Rioja,False
Brenda,Miller,91d7fb40c81b18d6e5e667952d3725c8a665be9c20208c0bcc0b397ebce25024,1947-11-18,2023-02-12,588988.41,36 años 4 meses,Canarias,False
Ashlee,Estes,4009060b5224c2b66855b6a6bf3c58703dcc351f9a7f7fb48f093379da0f23d4,1953-12-25,2023-11-24,567261.05,23 años 6 meses,Canarias,True
Adam,Brandt,6f2b717a341e7ee9ee59e9751536f7b30aab982dd5426ae3b706e45cbf3b515a,1955-01-11,2023-10-06,614474.15,30 años 7 meses,Murcia,False
Phillip,Russell,65391bc1fb254ddea86c85072dc3732d4ce52a7164604ecf560fe2aed2c57fce,1952-08-11,2023-07-25,450676.28,16 años 8 meses,Islas Baleares,True
Jesse,Rodriguez,9f3315cb7d5639d28a3c22f22ef2d7b11a87a98326eb4b685a3a21f3cc8555d0,1956-05-16,2023-01-10,444340.56,16 años 5 meses,Aragón,False
Pamela,Brock,92090dd8529f03c125073f0e5258962598b3bb37a8495d51c1b698a706e81019,1949-06-11,2023-04-10,570461.54,23 años 4 meses,Comunidad Valenciana,False
Jackie,Carson,8108086a9ddcfb95100566834653e94ef385dfac2ba30d7caf9fe724648827f0,1951-09-18,2023-02-28,607300.96,30 años 1 meses,Madrid,True
Jacob,Tucker,93595d0c7f9392d5e0998dbd23e8d064c36df7ce087f03a10fd72367d2a30147,1949-02-04,2023-04-03,485995.19,19 años 5 meses,Madrid,False
Samuel,Brooks,55752c997450b95edd08252e9dc417976e2464ef179764f17bd6c47dd5ece176,1957-08-15,2023-01-08,598802.12,31 años 5 meses,Andalucía,False
Melissa,Robbins,c970adead6a069e2b3e89f7bbf122cd43601e2a788e22a32b9b280f4c7981d05,1953-10-24,2023-02-20,460405.59,17 años 5 meses,Asturias,False
Michelle,Burns,8623d8f9bf6d80e0b34dbefb305220fcb6164c87eccf67d1bb402b53de744c1b,1948-07-09,2023-06-09,598359.88,31 años 0 meses,Aragón,True
Mario,Diaz,5ce0d02fb183b16d026f839843e6b91281e5b36eff07ce3252df0cb9de45854d,1958-10-10,2023-02-22,618097.08,43 años 2 meses,Navarra,True
Maria,Hernandez,e6869cf86f7a6d124f0e3910bb9bf084906f72a97d0195188647df1b188849ae,1949-05-05,2023-06-21,446530.4,17 años 9 meses,Galicia,True
Tyler,Clark,9321c83fc235793998569e3561b467a11cc68ffb07a9e8b6ccd22d9e5ae3faa0,1953-12-21,2023-10-05,464991.64,17 años 4 meses,Navarra,False
Brian,Lee,f335100362209a30b3ed6b559cd54eeaa793a0faf59ef9449088be11d1a0bb12,1957-09-15,2023-10-10,507657.83,18 años 0 meses,Cantabria,False
Helen,Johnston,42b547c676e74700de985aa7f3ea0a8aa2745ad9ddb5f41d49300daf2ec289e7,1958-08-10,2023-02-14,594840.08,41 años 10 meses,Madrid,True
Carly,Mclaughlin,da992a54466c47842e42be7dfd4983ce6555480ab76d88b2ba257c4f35040b23,1957-12-19,2023-10-18,586501.61,42 años 5 meses,Cantabria,True
Jordan,Macias,4b732c2ad7e53d93e8aa723985d9530ab842961aaa2084919d2897ec6adc35e0,1951-05-05,2023-03-16,483640.6,18 años 10 meses,Castilla-La Mancha,True
Elizabeth,Brennan,43a1dece30f657dfdd75f119e89ee9a7334b679bf3e53e2cafc1a8602b360370,1957-12-19,2023-10-15,596839.07,40 años 2 meses,Murcia,True
Christopher,Nelson,4d831cedc9b3aa089af9aad2fdf77d8840c990ea9f9aae6452222caf4c61ccd3,1950-02-07,2023-10-22,604643.22,26 años 6 meses,País Vasco,False
Natalie,Morris,36380fc53aaf6875323f113c7ad7011ee62221320ef2aa177faf019d13ac15ea,1958-03-14,2023-08-07,602114.79,37 años 9 meses,Andalucía,True
Steven,Hernandez,4f27b9bf7fecae0719e37d54631e77b06f00e38e8b83a1aebbfec7bcd1e616de,1953-11-26,2023-06-19,594424.69,30 años 10 meses,Asturias,True
Sara,Callahan,ad4337b8a177bb914159db1ae59d6ea53a26a6332a7065b7c22c2728b5982a33,1954-10-28,2023-12-03,514305.85,20 años 7 meses,Cataluña,False
Shari,Benton,8c46c0b97d66e5a8fe73b3a129ae44d9b58faabf0167800c24c5b9873265ae70,1953-10-20,2023-04-17,585279.72,34 años 0 meses,La Rioja,False
Kristen,Gibson,37a934c04f9fff04a4714852243e8fd796f085c2eb63b334f4396d3f7eea0cec,1955-09-20,2023-03-16,595321.18,35 años 1 meses,Canarias,False
Lisa,White,db340f1e3bd74751d500d107e361e13998f329474b2bfc4269f7de7269ffb04b,1958-07-18,2023-05-01,610855.06,45 años 6 meses,Extremadura,False
Steven,Mccarthy,806c8c8b5271f081b7588c6d0b99bbdacb58c7cff23dd0219684c0954233f0ff,1948-06-02,2023-12-22,491588.31,19 años 8 meses,Islas Baleares,True
Paul,Fowler,d1e2f480422cdfc57b3ee001d79d39c408b7eab37aa34f1c252b31c5de067dfe,1957-02-21,2023-08-18,551049.18,22 años 9 meses,País Vasco,True
Erika,Brown,ac4bc7d73f33b14ee967198a0d761349abe352e9c0c07dc3b03d07b6b4e3925f,1952-04-07,2023-08-23,603542.85,33 años 2 meses,Islas Baleares,True
Kimberly,Reynolds,91473fe88918d2080380c49c58aeeb5ad6414920852417fcf4d7fd9ac7ad5897,1951-04-17,2023-05-15,595698.04,31 años 11 meses,Aragón,False
Anthony,Henry,baf0c172a98f1e49837771f4ee3ede2a435a5d1d54e87d68af495c4ce1add960,1958-02-01,2023-12-13,608605.61,39 años 0 meses,Galicia,True
Christine,Ellis,d58fdf2f4f8d763582dc9ab60379a4ba69ad27cbe635baca0d536afac0da1bb4,1957-06-03,2023-11-19,604680.76,28 años 7 meses,Cataluña,False
Michael,Hicks,e42400f60a9e43d20c95eba7eb8ac0c4e19dd15897055703357e37e8fed9b0e2,1950-10-15,2023-04-24,606649.37,37 años 3 meses,Asturias,True
Matthew,Sanchez,30f851f174741369978dc06d0e7e81bc5972387806975fe0c65e974db07c4152,1956-11-23,2023-10-15,547744.86,21 años 2 meses,Castilla-La Mancha,True
Thomas,Castillo,d86a481f410c62d1a486bc82f771e6a00cc570198e741d8d0fd8de3c6196eb7d,1952-07-07,2023-03-14,590881.13,27 años 10 meses,Canarias,True
Bernard,Bush,22b1a533d316121fe4f1184ae7b893e443088c31a765579060d566b3c16e5d80,1950-07-17,2023-07-04,548789.96,22 años 7 meses,Navarra,True
Lisa,Hartman,b3af07e2aeed1771592d375625f8980e862b21e86ad25420326c86eec9529c1e,1950-08-30,2023-05-10,595180.02,37 años 3 meses,Cantabria,True
Madeline,Valenzuela,d86795b2e7fb51d7fa63c910873187b3ae97b1d29dfb950163c853508bea2be1,1953-04-09,2023-06-19,560609.05,23 años 1 meses,Islas Baleares,True
Ricky,Jackson,e50f1f482efb3a7af62c2f887d61843e8cd8a5d7c1efd3eba95fc398cb375f35,1952-06-06,2023-07-23,588939.34,29 años 1 meses,Comunidad Valenciana,False
Bridget,Johnson,539fc35491087c46c74856ab543828c20d58b76eb967a22ad98a4a4976c6c266,1954-09-24,2023-05-08,450225.8,15 años 2 meses,Asturias,False
Mark,Moore,ee1277c13d88f314e5101377419a8c93e592f7cac19a831c65bda050df0f3707,1952-03-27,2023-07-14,432583.91,16 años 10 meses,Comunidad Valenciana,True
Andrew,Brown,7ee9ed67d403eec5f2c7ba37c8ea3566b31d7a55d24247d4acd7741784508148,1958-01-03,2023-02-14,615090.29,39 años 11 meses,La Rioja,False
Judy,Moore,eeca8a5b92cde0f06aa298fa3ff8511632217b4bbb6bd6dc6f581f03336602f6,1949-03-08,2023-03-04,577579.22,37 años 1 meses,Castilla y León,True
Brandon,Jones,27141deba1a14f5dea75a0723dec019afea57e8e53fc48aeaee341c5f9b06287,1949-06-14,2023-06-13,510567.66,19 años 3 meses,Cantabria,True
Robin,Williams,3cca680a1d1982ff3041ab33e232fed151b17c9a50ea25d062e42af24b977a24,1953-06-30,2023-09-16,611239.49,33 años 5 meses,Canarias,False
Andrew,Martinez,018fb8571461a3de23e512614726ed9f7194b336f16dcb7030717093664d98d2,1957-04-26,2023-11-08,591364.62,34 años 6 meses,Extremadura,True
Lisa,Nixon,e83fe456f5a7ba5d405a73ce28e1cd2578575a47345f36ea5a1973bdb130547a,1953-04-27,2023-05-21,491822.29,19 años 11 meses,Galicia,False
Donna,Hernandez,5687dd60a6b3572eab2bc492042db6b7f4541428b7c1217511063d2dca35a7ae,1956-08-09,2023-02-13,608875.62,28 años 10 meses,Aragón,False
Eric,Miller,58bb7f155f1cfaebe99648834b0bf9507bd253e94c72d648ef81e71347c16ed0,1958-07-22,2023-03-08,599938.95,42 años 9 meses,Canarias,True
Fred,Bowman,eb1469c683b634dcba86c0065dbeec67168307d2ce9ed30459b9e3d0599df52a,1949-11-11,2023-07-02,597572.31,25 años 10 meses,Murcia,False
Molly,Adams,5b191648c351ba4bfec06865726bc4c7579fab2265c71efd9dbb7835a8f50595,1954-07-06,2023-04-20,609324.11,36 años 10 meses,Cataluña,False
Julie,Green,d1eb216f16fc11c6c3dd73f24a064c7ebb94ffa391ece9062b5f4482cfadfeaa,1950-04-11,2023-04-02,426446.64,15 años 6 meses,Madrid,False
Kathleen,Thomas,39aae18f1459131831fe35f957904316d89e334de6bd42b644bf741b62d39dc3,1955-03-01,2023-05-02,619339.98,34 años 8 meses,Extremadura,True
Brandon,Lee,8f08f27cbfe646ea42e2e7e70317a0983acaf4bd7e1dabc2f6c9b1053f289fbc,1952-06-26,2023-10-26,598446.61,32 años 5 meses,Navarra,False
Michael,Spencer,d3ae8b55b04f87541319e84e43da81d16d86d8ba9857ed3efe4c055cb1e4d666,1958-08-17,2023-07-26,616711.76,40 años 9 meses,Cantabria,True
Troy,Sanchez,d1dbc82b9ca28d3da7145a2c6135f798a59b32789323f8a7938ebfab15ab311f,1950-01-30,2023-05-27,596185.15,27 años 10 meses,Islas Baleares,True
Adam,Collins,86bbf8316a3a0db77c1faa4aff0b4675be1bc7638b6daff05996f831de0bb77a,1958-10-11,2023-06-09,594725.82,41 años 9 meses,Comunidad Valenciana,True
Kimberly,Herman,d764338d39a2afe53f8e2d7f5534d30694793790b8842cd393e26472ba16a395,1952-06-23,2023-10-07,602357.87,36 años 1 meses,Castilla-La Mancha,False
Angela,Montes,b24bca85dd8f1de91657f51991dbcc598d78a3dfdb3dfbfc10308bac359498c2,1957-11-08,2023-10-12,590204.28,42 años 5 meses,Cantabria,False
Peter,Watson,dde82c405232d73f4b393fd0c93d289c53d62d11a90fd93e6d5a22728c75170d,1951-08-03,2023-04-28,611651.33,28 años 3 meses,Islas Baleares,False
Kimberly,Brown,abf567bbb08f0a9f3143d2edf04d5d5f7a0d4b868e68e88046c2e224eade0723,1949-11-16,2023-07-21,591227.56,31 años 11 meses,Navarra,True
Shawn,Lewis,f0ea4ef894fbc91a3767f1e63bdc9ef1e7093f9bb88cf5fd5f9333275602b764,1958-05-11,2023-09-19,605103.51,44 años 4 meses,La Rioja,True
Robert,Adams,671a04e69f7d5a5eeb9dc643f754113610222205e7771b0d02ba5ab17d9ccc81,1955-12-15,2023-03-25,560748.37,23 años 2 meses,Madrid,True
